"STATION","NAME","DATE","PRCP","TAVG","TMAX","TMIN"
"AGM00060461","ORAN PORT, AG","2002-06-19",,"68",,"67"
"AGM00060461","ORAN PORT, AG","2002-06-20",,"70","72","69"
"AGM00060461","ORAN PORT, AG","2002-06-21",,"71","72","70"
"AGM00060461","ORAN PORT, AG","2002-06-22",,"71","72","70"
"AGM00060461","ORAN PORT, AG","2002-06-23",,"71","73","70"
"AGM00060461","ORAN PORT, AG","2002-06-24",,"75","85","71"
"AGM00060461","ORAN PORT, AG","2002-06-25",,"74","76","71"
"AGM00060461","ORAN PORT, AG","2002-06-26",,"74","80","73"
"AGM00060461","ORAN PORT, AG","2002-06-27",,"72","74",
"AGM00060461","ORAN PORT, AG","2002-06-28",,"76","79","72"
"AGM00060461","ORAN PORT, AG","2002-06-29",,"73","75","72"
"AGM00060461","ORAN PORT, AG","2002-06-30","0.08","73","74",
"AGM00060461","ORAN PORT, AG","2002-07-01","0.00","72","73","71"
"AGM00060461","ORAN PORT, AG","2002-07-02",,"72","74","68"
"AGM00060461","ORAN PORT, AG","2002-07-03",,"74",,"71"
"AGM00060461","ORAN PORT, AG","2002-07-08",,"74","76",
"AGM00060461","ORAN PORT, AG","2002-07-09",,"74",,"72"
"AGM00060461","ORAN PORT, AG","2002-07-10",,"78",,"72"
"AGM00060461","ORAN PORT, AG","2002-07-12",,"75","77","73"
"AGM00060461","ORAN PORT, AG","2002-07-13",,"76","78","72"
"AGM00060461","ORAN PORT, AG","2002-07-14",,"74","76","72"
"AGM00060461","ORAN PORT, AG","2002-07-16",,"74",,"70"
"AGM00060461","ORAN PORT, AG","2002-07-17",,"73","76","71"
"AGM00060461","ORAN PORT, AG","2002-07-25",,"77",,
"AGM00060461","ORAN PORT, AG","2002-07-26",,"78","83","73"
"AGM00060461","ORAN PORT, AG","2002-07-28",,"76","79","73"
"AGM00060461","ORAN PORT, AG","2002-08-01",,"75","77","72"
"AGM00060461","ORAN PORT, AG","2002-08-02",,"78","79","76"
"AGM00060461","ORAN PORT, AG","2002-08-04",,"79","83","76"
"AGM00060461","ORAN PORT, AG","2002-08-07",,"78","86",
"AGM00060461","ORAN PORT, AG","2002-08-08",,"78",,"75"
"AGM00060461","ORAN PORT, AG","2002-08-09",,"74","82",
"AGM00060461","ORAN PORT, AG","2002-08-10",,"86","88",
"AGM00060461","ORAN PORT, AG","2002-08-11",,"78","79",
"AGM00060461","ORAN PORT, AG","2002-08-12",,"79","82",
"AGM00060461","ORAN PORT, AG","2002-08-13",,"80","81",
"AGM00060461","ORAN PORT, AG","2002-08-14",,"78","79","77"
"AGM00060461","ORAN PORT, AG","2002-08-15",,"77","79","75"
"AGM00060461","ORAN PORT, AG","2002-08-16",,"76","79","73"
"AGM00060461","ORAN PORT, AG","2002-08-17",,"81","99","72"
"AGM00060461","ORAN PORT, AG","2002-08-18",,"78","79","76"
"AGM00060461","ORAN PORT, AG","2002-08-19",,"77","79",
"AGM00060461","ORAN PORT, AG","2002-08-21",,"79","82","77"
"AGM00060461","ORAN PORT, AG","2002-08-22",,"80","82",
"AGM00060461","ORAN PORT, AG","2002-08-23",,"78","79","76"
"AGM00060461","ORAN PORT, AG","2002-08-24","0.47","76","78","72"
"AGM00060461","ORAN PORT, AG","2002-08-25","0.00","76","77","72"
"AGM00060461","ORAN PORT, AG","2002-08-26",,"75","80","71"
"AGM00060461","ORAN PORT, AG","2002-08-27",,"75","79","69"
"AGM00060461","ORAN PORT, AG","2002-08-28",,"75","80","72"
"AGM00060461","ORAN PORT, AG","2002-08-29",,"76","78","72"
"AGM00060461","ORAN PORT, AG","2002-08-30",,"77","81","76"
"AGM00060461","ORAN PORT, AG","2002-08-31",,"77",,"72"
"AGM00060461","ORAN PORT, AG","2002-09-01",,"76","78","72"
"AGM00060461","ORAN PORT, AG","2002-09-02",,"78","84","73"
"AGM00060461","ORAN PORT, AG","2002-09-03",,"78",,
"AGM00060461","ORAN PORT, AG","2002-09-04","0.00","76","81",
"AGM00060461","ORAN PORT, AG","2002-09-07",,"74","78","68"
"AGM00060461","ORAN PORT, AG","2002-09-10",,"75","79",
"AGM00060461","ORAN PORT, AG","2002-09-11",,"73","77","70"
"AGM00060461","ORAN PORT, AG","2002-09-12",,"73","76","72"
"AGM00060461","ORAN PORT, AG","2002-09-13",,"73","75","70"
"AGM00060461","ORAN PORT, AG","2002-09-15",,"75","76","74"
"AGM00060461","ORAN PORT, AG","2002-09-16",,"76","79",
"AGM00060461","ORAN PORT, AG","2002-09-17",,"75","76",
"AGM00060461","ORAN PORT, AG","2002-09-18",,"76","79","73"
"AGM00060461","ORAN PORT, AG","2002-09-19",,"75","77","71"
"AGM00060461","ORAN PORT, AG","2002-09-20",,"76","81","74"
"AGM00060461","ORAN PORT, AG","2002-09-21",,"78","81",
"AGM00060461","ORAN PORT, AG","2002-09-22",,"76","80","71"
"AGM00060461","ORAN PORT, AG","2002-09-23",,"76","78","72"
"AGM00060461","ORAN PORT, AG","2002-09-24",,"75",,
"AGM00060461","ORAN PORT, AG","2002-09-25",,"73","77","70"
"AGM00060461","ORAN PORT, AG","2002-09-26",,"71","72","68"
"AGM00060461","ORAN PORT, AG","2002-09-27",,"71","72","68"
"AGM00060461","ORAN PORT, AG","2002-09-28",,"72","79","68"
"AGM00060461","ORAN PORT, AG","2002-09-29",,"74","81","69"
"AGM00060461","ORAN PORT, AG","2002-09-30",,"72","77","69"
"AGM00060461","ORAN PORT, AG","2002-10-01",,"71","74","69"
"AGM00060461","ORAN PORT, AG","2002-10-02",,"72","74","71"
"AGM00060461","ORAN PORT, AG","2002-10-03",,"71","74","70"
"AGM00060461","ORAN PORT, AG","2002-10-04",,"71","72","68"
"AGM00060461","ORAN PORT, AG","2002-10-05",,"69","70","68"
"AGM00060461","ORAN PORT, AG","2002-10-06",,"69","70",
"AGM00060461","ORAN PORT, AG","2002-10-07",,"70","72","66"
"AGM00060461","ORAN PORT, AG","2002-10-08",,"72","77","68"
"AGM00060461","ORAN PORT, AG","2002-10-09","0.12","70","76","65"
"AGM00060461","ORAN PORT, AG","2002-10-10","0.00","65","68",
"AGM00060461","ORAN PORT, AG","2002-10-11",,"69","72","65"
"AGM00060461","ORAN PORT, AG","2002-10-12",,"71","76","65"
"AGM00060461","ORAN PORT, AG","2002-10-13",,"70","75","65"
"AGM00060461","ORAN PORT, AG","2002-10-14",,"69","76","65"
"AGM00060461","ORAN PORT, AG","2002-10-15",,"68","71","62"
"AGM00060461","ORAN PORT, AG","2002-10-16",,"71","74","65"
"AGM00060461","ORAN PORT, AG","2002-10-17",,"71","74","68"
"AGM00060461","ORAN PORT, AG","2002-10-18",,"68","72","64"
"AGM00060461","ORAN PORT, AG","2002-10-19",,"69","70","68"
"AGM00060461","ORAN PORT, AG","2002-10-20","0.00","69","73","67"
"AGM00060461","ORAN PORT, AG","2002-10-21",,"73","77","70"
"AGM00060461","ORAN PORT, AG","2002-10-22",,"73","78","69"
"AGM00060461","ORAN PORT, AG","2002-10-23",,"70","75","65"
"AGM00060461","ORAN PORT, AG","2002-10-24",,"67","70","62"
"AGM00060461","ORAN PORT, AG","2002-10-25","0.00","66","71","60"
"AGM00060461","ORAN PORT, AG","2002-10-27",,"65","68","61"
"AGM00060461","ORAN PORT, AG","2002-10-28",,"66","69","63"
"AGM00060461","ORAN PORT, AG","2002-10-29",,"65","68","62"
"AGM00060461","ORAN PORT, AG","2002-10-30","0.00","65",,
"AGM00060461","ORAN PORT, AG","2002-10-31",,"71","76","67"
"AGM00060461","ORAN PORT, AG","2002-11-01",,"67",,"63"
"AGM00060461","ORAN PORT, AG","2002-11-02",,"65","68","58"
"AGM00060461","ORAN PORT, AG","2002-11-03",,"71","77","63"
"AGM00060461","ORAN PORT, AG","2002-11-04",,"69","74","66"
"AGM00060461","ORAN PORT, AG","2002-11-05","0.00","63","67",
"AGM00060461","ORAN PORT, AG","2002-11-06","0.00","64","69","57"
"AGM00060461","ORAN PORT, AG","2002-11-07",,"66","77","63"
"AGM00060461","ORAN PORT, AG","2002-11-08","0.00","63","71","54"
"AGM00060461","ORAN PORT, AG","2002-11-09",,"70","76","58"
"AGM00060461","ORAN PORT, AG","2002-11-10",,"72","77",
"AGM00060461","ORAN PORT, AG","2002-11-11",,"73","83","63"
"AGM00060461","ORAN PORT, AG","2002-11-12",,"66","70","59"
"AGM00060461","ORAN PORT, AG","2002-11-13",,"67","70","63"
"AGM00060461","ORAN PORT, AG","2002-11-14",,"72","77","63"
"AGM00060461","ORAN PORT, AG","2002-11-15",,"60","61",
"AGM00060461","ORAN PORT, AG","2002-11-16","0.31","61","68","55"
"AGM00060461","ORAN PORT, AG","2002-11-17","0.03","58","64",
"AGM00060461","ORAN PORT, AG","2002-11-18","0.35","60","63","57"
"AGM00060461","ORAN PORT, AG","2002-11-19","0.04","61","69","54"
"AGM00060461","ORAN PORT, AG","2002-11-20","0.12","59","66","56"
"AGM00060461","ORAN PORT, AG","2002-11-21","0.02","68","76","56"
"AGM00060461","ORAN PORT, AG","2002-11-23",,"69","75","60"
"AGM00060461","ORAN PORT, AG","2002-11-24",,"63","68",
"AGM00060461","ORAN PORT, AG","2002-11-25",,"57","59","55"
"AGM00060461","ORAN PORT, AG","2002-11-27",,"67","73",
"AGM00060461","ORAN PORT, AG","2002-11-28","0.00","69","77","64"
"AGM00060461","ORAN PORT, AG","2002-11-29","0.08","64",,"61"
"AGM00060461","ORAN PORT, AG","2002-11-30","0.00","64",,"59"
"AGM00060461","ORAN PORT, AG","2002-12-01",,"63","67","62"
"AGM00060461","ORAN PORT, AG","2002-12-02",,"65",,"63"
"AGM00060461","ORAN PORT, AG","2002-12-03",,"63","67","61"
"AGM00060461","ORAN PORT, AG","2002-12-04",,"62",,"60"
"AGM00060461","ORAN PORT, AG","2002-12-05",,"61","64",
"AGM00060461","ORAN PORT, AG","2002-12-06",,"55",,"54"
"AGM00060461","ORAN PORT, AG","2002-12-07",,"55","63","48"
"AGM00060461","ORAN PORT, AG","2002-12-08",,"57","62","53"
"AGM00060461","ORAN PORT, AG","2002-12-10",,"61","68",
"AGM00060461","ORAN PORT, AG","2002-12-11","0.02","60","63","57"
"AGM00060461","ORAN PORT, AG","2002-12-12","0.00","58","61","55"
"AGM00060461","ORAN PORT, AG","2002-12-14",,"67","72","62"
"AGM00060461","ORAN PORT, AG","2002-12-16",,"61","69","58"
"AGM00060461","ORAN PORT, AG","2002-12-17",,"63","74","56"
"AGM00060461","ORAN PORT, AG","2002-12-19",,"63","65","61"
"AGM00060461","ORAN PORT, AG","2002-12-20",,"59","63","50"
"AGM00060461","ORAN PORT, AG","2002-12-22",,"60","68","56"
"AGM00060461","ORAN PORT, AG","2002-12-23","0.00","60","67","48"
"AGM00060461","ORAN PORT, AG","2002-12-24",,"68","72","61"
"AGM00060461","ORAN PORT, AG","2002-12-25",,"65","72","59"
"AGM00060461","ORAN PORT, AG","2002-12-26",,"63","68","56"
"AGM00060461","ORAN PORT, AG","2002-12-27",,"61","70",
"AGM00060461","ORAN PORT, AG","2002-12-28",,"62","64",
"AGM00060461","ORAN PORT, AG","2002-12-29",,"59","65",
"AGM00060461","ORAN PORT, AG","2002-12-30",,"60","67","51"
"AGM00060461","ORAN PORT, AG","2002-12-31",,"63","67","61"
"AGM00060461","ORAN PORT, AG","2003-01-01",,"62","66","53"
"AGM00060461","ORAN PORT, AG","2003-01-02",,"62","68","53"
"AGM00060461","ORAN PORT, AG","2003-01-03",,"63","72","57"
"AGM00060461","ORAN PORT, AG","2003-01-04",,"63","71","55"
"AGM00060461","ORAN PORT, AG","2003-01-05",,"63","71","60"
"AGM00060461","ORAN PORT, AG","2003-01-06","0.02","59","62",
"AGM00060461","ORAN PORT, AG","2003-01-07","0.01","57","63","52"
"AGM00060461","ORAN PORT, AG","2003-01-16","0.04","49",,"45"
"AGM00060461","ORAN PORT, AG","2003-01-17","0.51","56","59","51"
"AGM00060461","ORAN PORT, AG","2003-01-18","0.00","57",,
"AGM00060461","ORAN PORT, AG","2003-01-20",,"57",,"53"
"AGM00060461","ORAN PORT, AG","2003-01-26",,"54","61","47"
"AGM00060461","ORAN PORT, AG","2003-01-30","0.00","55","56","54"
"AGM00060461","ORAN PORT, AG","2003-01-31","0.04","52","56",
"AGM00060461","ORAN PORT, AG","2003-02-01",,"48","50",
"AGM00060461","ORAN PORT, AG","2003-02-02",,"58",,"42"
"AGM00060461","ORAN PORT, AG","2003-02-03","0.00","53","61","45"
"AGM00060461","ORAN PORT, AG","2003-02-04",,"63","69","52"
"AGM00060461","ORAN PORT, AG","2003-02-05",,"58",,
"AGM00060461","ORAN PORT, AG","2003-02-06",,"57","59","54"
"AGM00060461","ORAN PORT, AG","2003-02-07",,"56","61","50"
"AGM00060461","ORAN PORT, AG","2003-02-08",,"55",,"53"
"AGM00060461","ORAN PORT, AG","2003-02-09","0.20","55","57","53"
"AGM00060461","ORAN PORT, AG","2003-02-10","0.03","56","63","50"
"AGM00060461","ORAN PORT, AG","2003-02-12",,"56",,"50"
"AGM00060461","ORAN PORT, AG","2003-02-13",,"54","57",
"AGM00060461","ORAN PORT, AG","2003-02-14",,"56","59",
"AGM00060461","ORAN PORT, AG","2003-02-15",,"52","53","50"
"AGM00060461","ORAN PORT, AG","2003-02-16","1.34","51",,"49"
"AGM00060461","ORAN PORT, AG","2003-02-17","0.08","53","56","51"
"AGM00060461","ORAN PORT, AG","2003-02-18","0.00","44",,
"AGM00060461","ORAN PORT, AG","2003-02-19","0.24","55","62","46"
"AGM00060461","ORAN PORT, AG","2003-02-21","0.31","57","61","51"
"AGM00060461","ORAN PORT, AG","2003-02-24",,"59",,"57"
"AGM00060461","ORAN PORT, AG","2003-02-25",,"67","70",
"AGM00060461","ORAN PORT, AG","2003-02-26","0.16","60","67","53"
"AGM00060461","ORAN PORT, AG","2003-02-27","0.51","59",,"53"
"AGM00060461","ORAN PORT, AG","2003-02-28","0.00","60","63","37"
"AGM00060461","ORAN PORT, AG","2003-03-01",,"60","72","54"
"AGM00060461","ORAN PORT, AG","2003-03-02",,"61","68","55"
"AGM00060461","ORAN PORT, AG","2003-03-03",,"65","72","59"
"AGM00060461","ORAN PORT, AG","2003-03-04",,"63","66","59"
"AGM00060461","ORAN PORT, AG","2003-03-05","0.00","64","77",
"AGM00060461","ORAN PORT, AG","2003-03-06",,"61","62",
"AGM00060461","ORAN PORT, AG","2003-03-07",,"59","61","58"
"AGM00060461","ORAN PORT, AG","2003-03-08",,"59","61","58"
"AGM00060461","ORAN PORT, AG","2003-03-09",,"59","60","57"
"AGM00060461","ORAN PORT, AG","2003-03-10",,"59","60","57"
"AGM00060461","ORAN PORT, AG","2003-03-11",,"59","62","54"
"AGM00060461","ORAN PORT, AG","2003-03-12",,"58","59","57"
"AGM00060461","ORAN PORT, AG","2003-03-13","0.00","65","77","59"
"AGM00060461","ORAN PORT, AG","2003-03-14",,"59","60","58"
"AGM00060461","ORAN PORT, AG","2003-03-15",,"59","61","56"
"AGM00060461","ORAN PORT, AG","2003-03-16",,"59","61","57"
"AGM00060461","ORAN PORT, AG","2003-03-17","0.00","55","58","54"
"AGM00060461","ORAN PORT, AG","2003-03-18",,"58","59",
"AGM00060461","ORAN PORT, AG","2003-03-19",,"57","58",
"AGM00060461","ORAN PORT, AG","2003-03-20",,"57","59","53"
"AGM00060461","ORAN PORT, AG","2003-03-23",,"60","62",
"AGM00060461","ORAN PORT, AG","2003-03-24",,"58","60","54"
"AGM00060461","ORAN PORT, AG","2003-03-25","0.00","58","60","54"
"AGM00060461","ORAN PORT, AG","2003-03-26",,"60","68","55"
"AGM00060461","ORAN PORT, AG","2003-03-27","0.00","61","77","38"
"AGM00060461","ORAN PORT, AG","2003-03-28","0.12","66","70","61"
"AGM00060461","ORAN PORT, AG","2003-03-29","0.12","62","63","60"
"AGM00060461","ORAN PORT, AG","2003-03-31",,"61","66","59"
"AGM00060461","ORAN PORT, AG","2003-04-01",,"60","63","56"
"AGM00060461","ORAN PORT, AG","2003-04-02",,"61","69","53"
"AGM00060461","ORAN PORT, AG","2003-04-03","0.00","59","60",
"AGM00060461","ORAN PORT, AG","2003-04-04",,"56","59","49"
"AGM00060461","ORAN PORT, AG","2003-04-05",,"56","58","53"
"AGM00060461","ORAN PORT, AG","2003-04-06",,"57","60","52"
"AGM00060461","ORAN PORT, AG","2003-04-07",,"60",,"53"
"AGM00060461","ORAN PORT, AG","2003-04-08",,"60","60","59"
"AGM00060461","ORAN PORT, AG","2003-04-09",,"60","60",
"AGM00060461","ORAN PORT, AG","2003-04-10",,"65","68","57"
"AGM00060461","ORAN PORT, AG","2003-04-11",,"63","68","58"
"AGM00060461","ORAN PORT, AG","2003-04-12",,"63","65","59"
"AGM00060461","ORAN PORT, AG","2003-04-13",,"64","67","61"
"AGM00060461","ORAN PORT, AG","2003-04-14",,"63","67","61"
"AGM00060461","ORAN PORT, AG","2003-04-15",,"62",,"57"
"AGM00060461","ORAN PORT, AG","2003-04-16",,"61",,"51"
"AGM00060461","ORAN PORT, AG","2003-04-17",,"60","61","59"
"AGM00060461","ORAN PORT, AG","2003-04-18","0.00","61","64","58"
"AGM00060461","ORAN PORT, AG","2003-04-19","0.43","63","66","59"
"AGM00060461","ORAN PORT, AG","2003-04-20","0.04","65","72","55"
"AGM00060461","ORAN PORT, AG","2003-04-21","0.00","62",,"57"
"AGM00060461","ORAN PORT, AG","2003-04-22",,"61",,
"AGM00060461","ORAN PORT, AG","2003-04-23",,"64","68","57"
"AGM00060461","ORAN PORT, AG","2003-04-24",,"65","68","60"
"AGM00060461","ORAN PORT, AG","2003-04-25",,"63","65","60"
"AGM00060461","ORAN PORT, AG","2003-04-26",,"69","77","62"
"AGM00060461","ORAN PORT, AG","2003-04-27",,"68","71",
"AGM00060461","ORAN PORT, AG","2003-04-28",,"62",,"62"
"AGM00060461","ORAN PORT, AG","2003-04-29",,"66","67","62"
"AGM00060461","ORAN PORT, AG","2003-04-30",,"67",,"63"
"AGM00060461","ORAN PORT, AG","2003-05-01",,"65","67",
"AGM00060461","ORAN PORT, AG","2003-05-03",,"64","66","64"
"AGM00060461","ORAN PORT, AG","2003-05-04","0.00","64","65","63"
"AGM00060461","ORAN PORT, AG","2003-05-06","0.12","61","65",
"AGM00060461","ORAN PORT, AG","2003-05-07","0.08","66","71","57"
"AGM00060461","ORAN PORT, AG","2003-05-08","0.00","63",,"61"
"AGM00060461","ORAN PORT, AG","2003-05-09",,"61","63",
"AGM00060461","ORAN PORT, AG","2003-05-10",,"66","71","58"
"AGM00060461","ORAN PORT, AG","2003-05-11",,"67","70","64"
"AGM00060461","ORAN PORT, AG","2003-05-12",,"65","66","64"
"AGM00060461","ORAN PORT, AG","2003-05-13",,"65","68","63"
"AGM00060461","ORAN PORT, AG","2003-05-14",,"65",,"63"
"AGM00060461","ORAN PORT, AG","2003-05-15",,"65","69",
"AGM00060461","ORAN PORT, AG","2003-05-16",,"65","66","64"
"AGM00060461","ORAN PORT, AG","2003-05-17",,"67","68",
"AGM00060461","ORAN PORT, AG","2003-05-18",,"73","76","66"
"AGM00060461","ORAN PORT, AG","2003-05-19",,"68","72",
"AGM00060461","ORAN PORT, AG","2003-05-20",,"68","71","65"
"AGM00060461","ORAN PORT, AG","2003-05-21",,"67","69","66"
"AGM00060461","ORAN PORT, AG","2003-05-25",,"67","70",
"AGM00060461","ORAN PORT, AG","2003-05-29",,"65","68",
"AGM00060461","ORAN PORT, AG","2003-05-31",,"69","70","68"
"AGM00060461","ORAN PORT, AG","2003-06-01","0.20","71","75","68"
"AGM00060461","ORAN PORT, AG","2003-06-02","0.00","71","75","67"
"AGM00060461","ORAN PORT, AG","2003-06-03",,"70","72","68"
"AGM00060461","ORAN PORT, AG","2003-06-04",,"70","74","69"
"AGM00060461","ORAN PORT, AG","2003-06-05","0.00","82",,
"AGM00060461","ORAN PORT, AG","2003-06-06",,"72",,"72"
"AGM00060461","ORAN PORT, AG","2003-06-07",,"70","73","70"
"AGM00060461","ORAN PORT, AG","2003-06-08",,"71","72","69"
"AGM00060461","ORAN PORT, AG","2003-06-09",,"72",,"70"
"AGM00060461","ORAN PORT, AG","2003-06-11",,"72","76",
"AGM00060461","ORAN PORT, AG","2003-06-15",,"80","90","74"
"AGM00060461","ORAN PORT, AG","2003-06-16",,"76","81","74"
"AGM00060461","ORAN PORT, AG","2003-06-17",,"74","77","71"
"AGM00060461","ORAN PORT, AG","2003-06-18",,"74","76","72"
"AGM00060461","ORAN PORT, AG","2003-06-19",,"76","78",
"AGM00060461","ORAN PORT, AG","2003-06-20",,"73","74","72"
"AGM00060461","ORAN PORT, AG","2003-06-21",,"72","74",
"AGM00060461","ORAN PORT, AG","2003-06-22",,"75","76","73"
"AGM00060461","ORAN PORT, AG","2003-06-23",,"75","77","74"
"AGM00060461","ORAN PORT, AG","2003-06-24",,"78","81","72"
"AGM00060461","ORAN PORT, AG","2003-06-25",,"79","82",
"AGM00060461","ORAN PORT, AG","2003-06-26","0.00","82","85","78"
"AGM00060461","ORAN PORT, AG","2003-06-27",,"80","86","58"
"AGM00060461","ORAN PORT, AG","2003-06-28",,"80","92",
"AGM00060461","ORAN PORT, AG","2003-06-30",,"80","84","73"
"AGM00060461","ORAN PORT, AG","2003-07-01","0.00","79","84","76"
"AGM00060461","ORAN PORT, AG","2003-07-02",,"80","85","77"
"AGM00060461","ORAN PORT, AG","2003-07-03",,"78","84",
"AGM00060461","ORAN PORT, AG","2003-07-04",,"74","76","72"
"AGM00060461","ORAN PORT, AG","2003-07-05",,"75","76","74"
"AGM00060461","ORAN PORT, AG","2003-07-06",,"75","77",
"AGM00060461","ORAN PORT, AG","2003-07-07",,"76","77","75"
"AGM00060461","ORAN PORT, AG","2003-07-08",,"76","77","75"
"AGM00060461","ORAN PORT, AG","2003-07-09",,"76","77","75"
"AGM00060461","ORAN PORT, AG","2003-07-10",,"77","79","76"
"AGM00060461","ORAN PORT, AG","2003-07-11",,"78","82","75"
"AGM00060461","ORAN PORT, AG","2003-07-12",,"80","82","77"
"AGM00060461","ORAN PORT, AG","2003-07-13","0.00","78",,"77"
"AGM00060461","ORAN PORT, AG","2003-07-14",,"78","80","76"
"AGM00060461","ORAN PORT, AG","2003-07-15",,"80",,"77"
"AGM00060461","ORAN PORT, AG","2003-07-16",,"77","78",
"AGM00060461","ORAN PORT, AG","2003-07-17",,"78","81","77"
"AGM00060461","ORAN PORT, AG","2003-07-18",,"78",,"77"
"AGM00060461","ORAN PORT, AG","2003-07-19",,"78","86","76"
"AGM00060461","ORAN PORT, AG","2003-07-20",,"78","81","77"
"AGM00060461","ORAN PORT, AG","2003-07-21",,"80","82","78"
"AGM00060461","ORAN PORT, AG","2003-07-23",,"82","86","79"
"AGM00060461","ORAN PORT, AG","2003-07-24",,"81","85",
"AGM00060461","ORAN PORT, AG","2003-07-25",,"79","81","78"
"AGM00060461","ORAN PORT, AG","2003-07-26",,"81","86","77"
"AGM00060461","ORAN PORT, AG","2003-07-27",,"87","94","79"
"AGM00060461","ORAN PORT, AG","2003-07-28",,"82","88",
"AGM00060461","ORAN PORT, AG","2003-07-29",,"80",,"78"
"AGM00060461","ORAN PORT, AG","2003-07-30",,"82","90","77"
"AGM00060461","ORAN PORT, AG","2003-07-31",,"80","81","78"
"AGM00060461","ORAN PORT, AG","2003-08-01",,"80",,"77"
"AGM00060461","ORAN PORT, AG","2003-08-02",,"80","82","77"
"AGM00060461","ORAN PORT, AG","2003-08-04",,"78","79","76"
"AGM00060461","ORAN PORT, AG","2003-08-05",,"79","81","77"
"AGM00060461","ORAN PORT, AG","2003-08-06",,"79","80","78"
"AGM00060461","ORAN PORT, AG","2003-08-07",,"78","80","78"
"AGM00060461","ORAN PORT, AG","2003-08-08",,"80","84",
"AGM00060461","ORAN PORT, AG","2003-08-09",,"80","86","77"
"AGM00060461","ORAN PORT, AG","2003-08-10",,"80","81","78"
"AGM00060461","ORAN PORT, AG","2003-08-11",,"79","81","77"
"AGM00060461","ORAN PORT, AG","2003-08-12",,"80","82","77"
"AGM00060461","ORAN PORT, AG","2003-08-13",,"81","82",
"AGM00060461","ORAN PORT, AG","2003-08-14",,"80","83","78"
"AGM00060461","ORAN PORT, AG","2003-08-15",,"83","86","78"
"AGM00060461","ORAN PORT, AG","2003-08-16",,"86","90",
"AGM00060461","ORAN PORT, AG","2003-08-17",,"80","83",
"AGM00060461","ORAN PORT, AG","2003-08-18",,"80","83","76"
"AGM00060461","ORAN PORT, AG","2003-08-19",,"81",,"78"
"AGM00060461","ORAN PORT, AG","2003-08-20",,"81",,"81"
"AGM00060461","ORAN PORT, AG","2003-08-21",,"81",,"81"
"AGM00060461","ORAN PORT, AG","2003-08-22",,"86",,"81"
"AGM00060461","ORAN PORT, AG","2003-08-23",,"83",,
"AGM00060461","ORAN PORT, AG","2003-08-24",,"81","82",
"AGM00060461","ORAN PORT, AG","2003-08-25",,"81","85","76"
"AGM00060461","ORAN PORT, AG","2003-08-26",,"79","83","74"
"AGM00060461","ORAN PORT, AG","2003-08-27",,"83",,
"AGM00060461","ORAN PORT, AG","2003-08-28",,"81","84","77"
"AGM00060461","ORAN PORT, AG","2003-08-29",,"78","81",
"AGM00060461","ORAN PORT, AG","2003-08-30",,"77","81","74"
"AGM00060461","ORAN PORT, AG","2003-08-31",,"80",,"77"
"AGM00060461","ORAN PORT, AG","2003-09-01",,"81","86",
"AGM00060461","ORAN PORT, AG","2003-09-02",,"77","78","74"
"AGM00060461","ORAN PORT, AG","2003-09-03",,"75","78","72"
"AGM00060461","ORAN PORT, AG","2003-09-05",,"81","85",
"AGM00060461","ORAN PORT, AG","2003-09-07",,"78","79","78"
